Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,14.638248443603516,14.716794967651367,14.541850090026855,14.691802978515625,9.302441596984863,52060684
1996-01-02,14.656100273132324,14.727505683898926,14.470443725585938,14.577552795410156,9.230104446411133,84371654
1996-01-03,14.816762924194336,15.491551399230957,14.656100273132324,14.688232421875,9.300180435180664,104661939
1996-01-04,14.548991203308105,14.595403671264648,14.356193542480469,14.552560806274414,9.214277267456055,108450132
1996-01-05,14.49543571472168,14.49543571472168,14.327631950378418,14.452591896057129,9.150980949401855,83354233
1996-01-08,14.424030303955078,14.434741020202637,13.731390953063965,13.874202728271484,8.784760475158691,93487122
1996-01-09,13.463618278503418,13.709968566894531,13.01375961303711,13.474328994750977,8.531569480895996,194383277
1996-01-10,13.210125923156738,13.52788257598877,13.067314147949219,13.128008842468262,8.31229019165039,138303327
1996-01-11,12.9959077835083,13.602860450744629,12.978056907653809,13.538594245910645,8.572263717651367,204822863
1996-01-12,13.63856315612793,13.742101669311523,13.306525230407715,13.395782470703125,8.481836318969727,187343962
1996-01-15,13.3565092086792,13.424345016479492,13.181564331054688,13.256540298461914,8.39367389678955,99990769
1996-01-16,13.210125923156738,13.352937698364258,13.167283058166504,13.281532287597656,8.409500122070312,108623786
1996-01-17,13.210125923156738,13.227977752685547,12.642448425292969,12.753127098083496,8.07492733001709,149814950
1996-01-18,12.428230285644531,12.631736755371094,12.267565727233887,12.399666786193848,7.8511247634887695,188751405
1996-01-19,12.228293418884277,12.381815910339355,12.099761962890625,12.181879043579102,7.713228225708008,162267670
1996-01-22,12.221152305603027,12.549619674682617,12.210440635681152,12.388956069946289,7.844343185424805,169306985
1996-01-23,12.43179988861084,12.48535442352295,11.210756301879883,11.86412239074707,7.512031078338623,177459651
1996-01-24,11.76058292388916,11.831989288330078,11.282161712646484,11.457106590270996,7.254323482513428,175592863
1996-01-25,11.432114601135254,11.482098579406738,10.907279968261719,10.975115776062012,6.949138641357422,180427885
1996-01-26,10.975115776062012,10.975115776062012,10.975115776062012,10.975115776062012,6.949138641357422,0
1996-01-29,10.925130844116211,11.942667961120605,10.857295989990234,11.839129447937012,7.496209621429443,326451143
1996-01-30,12.210440635681152,13.49575138092041,12.031926155090332,12.903079986572266,8.169873237609863,530968010
1996-01-31,12.781689643859863,13.263681411743164,12.299698829650879,12.621026039123535,7.991282939910889,365780421
1996-02-01,12.496065139770508,13.210125923156738,12.460362434387207,13.128008842468262,8.31229019165039,320211479
1996-02-02,13.477898597717285,14.709653854370117,13.477898597717285,14.552560806274414,9.214277267456055,409362837
1996-02-05,15.352309226989746,16.080650329589844,14.891739845275879,15.762893676757812,9.980628967285156,611241274
1996-02-06,16.141345977783203,16.42340087890625,14.109843254089355,14.44188117980957,9.14419937133789,621157795
1996-02-07,13.642132759094238,14.852465629577637,13.499320983886719,14.709653854370117,9.31374454498291,447720910
1996-02-08,14.859606742858887,16.255596160888672,14.709653854370117,15.994963645935059,10.127568244934082,410826998
1996-02-09,16.566213607788086,17.2802734375,16.002103805541992,16.923242568969727,10.71532917022705,497220188
1996-02-12,16.49480628967285,16.780431747436523,15.637932777404785,15.862862586975098,10.043925285339355,485799594
1996-02-13,15.709339141845703,17.43379783630371,15.573667526245117,16.816133499145508,10.647507667541504,509517459
1996-02-14,17.244569778442383,17.490921020507812,16.698314666748047,16.826845169067383,10.654290199279785,311229752
1996-02-15,16.42340087890625,16.958946228027344,16.280588150024414,16.559072494506836,10.484745979309082,349568218
1996-02-16,16.280588150024414,16.441251754760742,16.141345977783203,16.266307830810547,10.2993745803833,247823396
1996-02-19,16.566213607788086,16.79471206665039,16.334142684936523,16.430540084838867,10.403362274169922,259115850
1996-02-20,16.42340087890625,16.491235733032227,15.352309226989746,15.562956809997559,9.854033470153809,319565876
1996-02-21,15.562956809997559,15.562956809997559,15.562956809997559,15.562956809997559,9.854033470153809,0
1996-02-22,15.923558235168457,16.49480628967285,15.784316062927246,16.384126663208008,10.373974800109863,306779151
1996-02-23,16.351993560791016,16.387697219848633,15.937838554382324,16.209182739257812,10.263205528259277,273047435
1996-02-26,16.387697219848633,16.72687530517578,16.141345977783203,16.244884490966797,10.285812377929688,272480257
1996-02-27,16.33771324157715,16.42340087890625,15.784316062927246,16.059228897094727,10.168259620666504,271245768
1996-02-28,16.36984634399414,16.551931381225586,16.102073669433594,16.137775421142578,10.217992782592773,213913124
1996-02-29,15.994963645935059,16.05208969116211,15.03098201751709,15.12738037109375,9.57823657989502,348949223
1996-03-01,15.245200157165527,15.437995910644531,14.891739845275879,15.213067054748535,9.632493019104004,361586101
1996-03-04,15.280902862548828,15.352309226989746,14.88102912902832,15.055974006652832,9.533025741577148,336703769
1996-03-05,15.055974006652832,15.055974006652832,15.055974006652832,15.055974006652832,9.533025741577148,0
1996-03-06,15.316605567932129,15.69505786895752,15.180933952331543,15.591519355773926,9.872117042541504,271927783
