iter	RMSE
872	1.390750891
873	1.389834744
874	1.388622218
875	1.387710096
876	1.386457104
877	1.385874176
878	1.384652684
879	1.383467922
880	1.38292966
881	1.382144256
882	1.381454698
883	1.380575194
884	1.380103286
885	1.378987429
886	1.378674022
887	1.378296842
888	1.377872647
889	1.377260237
890	1.376848583
891	1.376147862
892	1.37591033
893	1.374953489
894	1.374252044
895	1.373741417
896	1.373073725
897	1.372082563
898	1.371336132
899	1.371079765
900	1.370600947
901	1.369156293
902	1.368118689
903	1.367840906
904	1.367219314
905	1.366795594
906	1.366213516
907	1.365687793
908	1.365109938
909	1.364148329
910	1.363872567
911	1.363094569
912	1.36163024
913	1.360363524
914	1.360066655
915	1.359297845
916	1.358618539
917	1.358058936
918	1.357079528
919	1.356273608
920	1.354876239
921	1.352945652
922	1.352459386
923	1.351423355
924	1.351037423
925	1.350305157
926	1.34956005
927	1.349253533
928	1.348128279
929	1.347596799
930	1.346918184
931	1.345852473
932	1.344960293
933	1.344157951
934	1.343101521
935	1.342097279
936	1.341566613
937	1.34076148
938	1.340489927
939	1.339984085
940	1.339776891
941	1.33914548
942	1.338566012
943	1.338202357
944	1.337810709
945	1.335940314
946	1.334945388
947	1.334348452
948	1.33395921
949	1.332898214
950	1.331950214
951	1.330706459
952	1.329937496
953	1.329257663
954	1.328787073
955	1.327646162
956	1.327176041
957	1.326572295
958	1.325879272
959	1.325223315
960	1.324889126
961	1.324206978
962	1.322798734
963	1.322400849
964	1.321614476
965	1.320631394
966	1.319353519
967	1.318410994
968	1.317817036
969	1.317326625
970	1.316850967
971	1.31611839
972	1.315954145
973	1.315484769
974	1.31464311
975	1.313684756
976	1.313216393
977	1.31267247
978	1.312413339
979	1.311764818
980	1.310966465
981	1.31069769
982	1.309817306
983	1.309640612
984	1.308950232
985	1.308498691
986	1.307742942
987	1.307055767
988	1.306468593
989	1.305735997
990	1.305057818
991	1.304419942
992	1.303527447
993	1.302316698
994	1.301984131
995	1.301399293
996	1.300453262
997	1.299946595
998	1.299238707
999	1.298083945
