iter	RMSE
321	3.400948973
322	3.39840908
323	3.393428632
324	3.388959782
325	3.384977581
326	3.381251041
327	3.374699104
328	3.372307728
329	3.368851014
330	3.36390646
331	3.356225055
332	3.347744858
333	3.341575981
334	3.33497458
335	3.324985317
336	3.322037269
337	3.315736212
338	3.31340366
339	3.305440997
340	3.299838602
341	3.291312117
342	3.289045499
343	3.28684331
344	3.282245533
345	3.28010888
346	3.274263515
347	3.266747333
348	3.26321876
349	3.254948577
350	3.248731784
351	3.244499163
352	3.240977869
353	3.235973994
354	3.230471363
355	3.224111618
356	3.218511017
357	3.215788213
358	3.212150368
359	3.209729493
360	3.203925388
361	3.201603001
362	3.194757733
363	3.189937335
364	3.18769032
365	3.183162154
366	3.178515208
367	3.174717264
368	3.170417489
369	3.16524215
370	3.163344094
371	3.160267377
372	3.15840176
373	3.1511299
374	3.146262754
375	3.142920185
376	3.13891237
377	3.133136778
378	3.130354098
379	3.121706347
380	3.117405025
381	3.108819014
382	3.10318473
383	3.095692759
384	3.090232357
385	3.086432458
386	3.082911764
387	3.080746617
388	3.078596875
389	3.073591785
390	3.068529392
391	3.064812382
392	3.061980691
393	3.057098359
394	3.054023561
395	3.050289289
396	3.043260649
397	3.041519001
398	3.038269354
399	3.033615717
400	3.028823068
401	3.025402935
402	3.019800814
403	3.018063149
404	3.011767041
405	3.009190122
406	3.004849151
407	2.999395545
408	2.996096359
409	2.991789316
410	2.989293026
411	2.982721681
412	2.979776252
413	2.978109037
414	2.976488213
415	2.970286893
416	2.965107919
417	2.959297885
418	2.957687312
419	2.956151879
420	2.951488927
421	2.945846795
422	2.944348751
423	2.942892379
424	2.939188111
425	2.933918778
426	2.928091926
427	2.923717928
428	2.919359796
429	2.917943693
430	2.913555145
431	2.912178951
432	2.907668647
433	2.903973029
434	2.902075363
435	2.898785524
436	2.897199211
437	2.894809071
438	2.892045588
439	2.887969299
440	2.886669687
441	2.885351706
442	2.881719051
443	2.880480898
444	2.87493614
445	2.873729313
446	2.869489687
447	2.86831548
448	2.864340389
449	2.860070834
450	2.855782879
451	2.850380586
452	2.846692835
453	2.842550091
454	2.837392664
455	2.833370067
456	2.828319404
457	2.82539716
458	2.824249621
459	2.820272459
460	2.818138112
461	2.816299062
462	2.813798734
463	2.810913658
464	2.805856252
465	2.801527033
466	2.797568965
467	2.793683622
468	2.790063707
469	2.788948971
470	2.786954945
471	2.784157897
472	2.782793002
473	2.777860318
474	2.772914892
475	2.769585141
476	2.763837546
477	2.758087795
478	2.75546848
479	2.750977361
480	2.747938862
481	2.746762018
482	2.74258693
483	2.738516328
484	2.734974348
485	2.732901117
486	2.729107466
487	2.725740907
488	2.722880891
489	2.719189857
490	2.717579584
491	2.713243927
492	2.712229455
493	2.710540154
494	2.708020469
495	2.704386194
496	2.699377256
497	2.697785123
498	2.696404796
499	2.693652137
500	2.689766616
501	2.686229494
502	2.683298729
503	2.679879511
504	2.675943651
505	2.672088525
506	2.669785976
507	2.664698836
508	2.659427636
509	2.655881337
510	2.653675569
511	2.649653999
512	2.647926533
513	2.646962725
514	2.645368232
515	2.6414386
516	2.638301634
517	2.63542092
518	2.633472084
519	2.631670279
520	2.628546372
521	2.624238868
522	2.622175565
523	2.620098182
524	2.616729796
525	2.614119599
526	2.611217792
527	2.609555022
528	2.608651711
529	2.605427715
530	2.603024894
531	2.601644078
532	2.59926428
533	2.595413206
534	2.592247856
535	2.59043381
536	2.587314265
537	2.584387169
538	2.582660812
539	2.579979237
540	2.575598067
541	2.570286328
542	2.565476123
543	2.562438409
544	2.559592624
545	2.556569401
546	2.555090355
547	2.553804333
548	2.550551088
549	2.5472126
550	2.54294076
551	2.541464484
552	2.539843916
553	2.538544313
554	2.535816121
555	2.532351602
556	2.531075744
557	2.528097936
558	2.526656041
559	2.524295516
560	2.523204501
561	2.52028545
562	2.518803021
563	2.517468807
564	2.513194332
565	2.510207065
566	2.508181192
567	2.505935726
568	2.504625733
569	2.502101256
570	2.499463437
571	2.495774349
572	2.493436802
573	2.490891343
574	2.488003551
575	2.484730476
576	2.481417779
577	2.477994095
578	2.474856943
579	2.471951958
580	2.470224122
581	2.468344547
582	2.467103376
583	2.465751038
584	2.462584033
585	2.461249652
586	2.45900637
587	2.45446694
588	2.452260204
589	2.448964847
590	2.445584813
591	2.440996588
592	2.439069448
593	2.43626363
594	2.434619935
595	2.430440348
596	2.429190069
597	2.428797578
598	2.427456635
599	2.424933873
600	2.424262153
601	2.421113712
602	2.418956923
603	2.417200664
604	2.416825055
605	2.412992203
606	2.410768729
607	2.408888155
608	2.406306746
609	2.405204237
610	2.402870727
611	2.398725286
612	2.397202437
613	2.392522233
614	2.390642518
615	2.387978686
616	2.384612554
617	2.382154999
618	2.379811714
619	2.379453628
620	2.378816451
621	2.376249416
622	2.374825267
623	2.373876004
624	2.37298085
625	2.371758991
626	2.369125483
627	2.36678684
628	2.364860892
629	2.363146838
630	2.359975557
631	2.357754328
632	2.355015243
633	2.353675246
634	2.350990733
635	2.348782283
636	2.345725539
637	2.344950363
638	2.344615077
639	2.343743156
640	2.338931248
641	2.336566863
642	2.332600425
643	2.331070014
644	2.329490184
645	2.327902705
646	2.324653158
647	2.323133676
648	2.319945958
649	2.318422674
650	2.315399906
651	2.311995629
652	2.311421148
653	2.307118719
654	2.306117036
655	2.304399761
656	2.30232468
657	2.300887054
658	2.299153384
659	2.296268106
660	2.293247508
661	2.291355654
662	2.289065398
663	2.288341436
664	2.285659497
665	2.283237929
666	2.281536342
667	2.279319454
668	2.276337578
669	2.27407304
670	2.272082294
671	2.271395017
672	2.268913782
673	2.266357095
674	2.265455778
675	2.264126817
676	2.261863878
677	2.259261797
678	2.256642945
679	2.254158304
680	2.25261786
681	2.250102072
682	2.246150868
683	2.244735672
684	2.243745329
685	2.241355819
686	2.239364695
687	2.237102561
688	2.234602256
689	2.233286716
690	2.231461542
691	2.230520207
692	2.228549245
693	2.227854191
694	2.225784198
695	2.223066238
696	2.222355546
697	2.219024694
698	2.218199873
699	2.215075049
700	2.214026699
701	2.211983903
702	2.20977306
703	2.207837177
704	2.207202835
705	2.205738923
706	2.204067099
707	2.203130881
708	2.201127574
709	2.198643406
710	2.197268084
711	2.194960157
712	2.192401343
713	2.190517419
714	2.189316723
715	2.187502538
716	2.184369284
717	2.181169496
718	2.178778115
719	2.176172979
720	2.173781296
721	2.172745723
722	2.170456399
723	2.169463655
724	2.168383654
725	2.167441994
726	2.165879615
727	2.163455957
728	2.162032444
729	2.160859291
730	2.158386131
731	2.155843657
732	2.155150699
733	2.153218689
734	2.152006032
735	2.149906119
736	2.149017815
737	2.147468656
738	2.146466265
739	2.145563426
740	2.144731203
741	2.141661518
742	2.139304853
743	2.137280972
744	2.135547791
745	2.132275901
746	2.131687055
747	2.130790522
748	2.129224458
749	2.127151016
750	2.124122764
751	2.122095478
752	2.121325861
753	2.119484807
754	2.118844459
755	2.116714544
756	2.115002291
757	2.111529236
758	2.109446574
759	2.107856317
760	2.106042452
761	2.104901034
762	2.102890715
763	2.102176844
764	2.100462828
765	2.099060698
766	2.09682755
767	2.095330526
768	2.092252902
769	2.090217425
770	2.088896706
771	2.088231023
772	2.087194986
773	2.085584287
774	2.083858803
775	2.081820737
776	2.080400808
777	2.078459884
778	2.076583279
779	2.074809494
780	2.073460221
781	2.072310789
782	2.07098148
783	2.069913558
784	2.069011635
785	2.066740833
786	2.065989718
787	2.06468587
788	2.063702762
789	2.060961757
790	2.060273244
791	2.058965957
792	2.056020182
793	2.05488392
794	2.053993302
795	2.052688141
796	2.051412
797	2.049672486
798	2.047906602
799	2.045755386
800	2.043576651
801	2.041599337
802	2.038801514
803	2.037777411
804	2.035779667
805	2.0332288
806	2.032337148
807	2.030634134
808	2.029518155
809	2.028057409
810	2.026675318
811	2.02493221
812	2.022836121
813	2.022233632
814	2.021307523
815	2.020039944
816	2.019398294
817	2.017421687
818	2.016574457
819	2.016038059
820	2.014046511
821	2.012599888
822	2.010793091
823	2.009677488
824	2.007346104
825	2.005747916
826	2.004213391
827	2.002984727
828	2.001685463
829	1.999935017
830	1.99858377
831	1.99747805
832	1.994807305
833	1.993333629
834	1.991937868
835	1.990411298
836	1.988381288
837	1.986075471
838	1.984776277
839	1.984061848
840	1.982991783
841	1.98165619
842	1.979510623
843	1.97746151
844	1.974516996
845	1.973350866
846	1.971176928
847	1.968870468
848	1.966978718
849	1.965710022
850	1.963566708
851	1.961654515
852	1.960064343
853	1.95894929
854	1.957093224
855	1.955123423
856	1.954115054
857	1.95255726
858	1.950541608
859	1.949580847
860	1.948274289
861	1.947036488
862	1.945443933
863	1.944207086
864	1.94349312
865	1.942332516
866	1.941562876
867	1.939743921
868	1.938176514
869	1.936059956
870	1.934037285
871	1.932633483
872	1.932082172
873	1.931589884
874	1.929123145
875	1.927978046
876	1.927435817
877	1.925461888
878	1.92368442
879	1.922331865
880	1.920810123
881	1.919701402
882	1.918801459
883	1.917637223
884	1.916822578
885	1.915927436
886	1.913723868
887	1.912871401
888	1.911736367
889	1.910300661
890	1.908438747
891	1.906742815
892	1.905958055
893	1.905048943
894	1.903941718
895	1.90225715
896	1.901632944
897	1.90076517
898	1.89890476
899	1.897849196
900	1.89608187
901	1.89449177
902	1.892824684
903	1.891439453
904	1.889929537
905	1.888124123
906	1.887248395
907	1.886489131
908	1.885539061
909	1.884220351
910	1.883471796
911	1.882176857
912	1.881374269
913	1.879582263
914	1.878031113
915	1.87689433
916	1.874989979
917	1.873832804
918	1.873224448
919	1.87196791
920	1.87083981
921	1.870116317
922	1.868847963
923	1.868269352
924	1.867104314
925	1.865939039
926	1.864382122
927	1.863295863
928	1.861636451
929	1.860318554
930	1.859456715
931	1.858245155
932	1.85602402
933	1.855462218
934	1.854185856
935	1.853357168
936	1.85197546
937	1.850059234
938	1.848735302
939	1.848278734
940	1.847472563
941	1.845639311
942	1.844419125
943	1.8429975
944	1.842218924
945	1.839990417
946	1.837044187
947	1.836620797
948	1.836127484
949	1.835427975
950	1.834055598
951	1.832902939
952	1.832289004
953	1.830399663
954	1.829175559
955	1.827705533
956	1.826309491
957	1.82564125
958	1.824590998
959	1.822842981
960	1.821752475
961	1.820560115
962	1.819305605
963	1.818668451
964	1.817565608
965	1.815699861
966	1.814097067
967	1.813114335
968	1.811701223
969	1.8105989
970	1.808013423
971	1.806985861
972	1.806110298
973	1.805399314
974	1.804060379
975	1.802607637
976	1.801924957
977	1.800976563
978	1.800111534
979	1.798819371
980	1.797330504
981	1.796250238
982	1.795204252
983	1.794702564
984	1.7934381
985	1.791991501
986	1.790545618
987	1.789619829
988	1.788657633
989	1.787877079
990	1.787227307
991	1.785784396
992	1.785081668
993	1.784299781
994	1.78282932
995	1.781598135
996	1.780287926
997	1.779269964
998	1.778033534
999	1.776960659
